symbol,datetime,open,high,low,close,volume
CRWD,2026-06-22 17:00:00,681.96,689.57,681.14,685.99,822.0
CRWD,2026-06-22 17:30:00,689.0,689.0,682.7,685.01,495.0
CRWD,2026-06-22 18:00:00,685.01,688.5,684.91,684.91,2360.0
CRWD,2026-06-22 18:30:00,684.91,685.73,682.69,683.8,391.0
CRWD,2026-06-22 19:00:00,683.88,687.8427,682.9472,684.23,892.0
CRWD,2026-06-22 19:30:00,684.23,684.72,680.89,682.14,854.0
CRWD,2026-06-22 20:00:00,681.95,684.86,680.01,681.29,1879.0
CRWD,2026-06-22 20:30:00,681.04,684.86,680.02,681.12,497.0
CRWD,2026-06-22 21:00:00,681.79,682.38,678.01,679.01,1083.0
CRWD,2026-06-22 21:30:00,679.56,681.0,679.0904,679.9995,3229.0
CRWD,2026-06-22 22:00:00,679.39,687.78,676.11,684.87,24033.0
CRWD,2026-06-22 22:30:00,679.03,712.18,679.03,702.995,748163.0
CRWD,2026-06-22 23:00:00,702.995,708.89,687.3631,688.36,177641.0
CRWD,2026-06-22 23:30:00,688.36,696.0,686.994,692.76,95299.0
CRWD,2026-06-23 00:00:00,692.76,693.4777,687.04,691.03,66445.0
CRWD,2026-06-23 00:30:00,691.03,691.41,685.8486,686.06,70852.0
CRWD,2026-06-23 01:00:00,686.06,686.57,680.18,681.9925,75155.0
CRWD,2026-06-23 01:30:00,681.9925,686.1,681.0101,685.345,54268.0
CRWD,2026-06-23 02:00:00,685.345,685.495,676.6421,680.8799,91945.0
CRWD,2026-06-23 02:30:00,680.8799,682.544,678.3862,681.915,55087.0
CRWD,2026-06-23 03:00:00,681.915,684.35,679.79,682.47,51488.0
CRWD,2026-06-23 03:30:00,682.47,683.6,679.5,679.975,53606.0
CRWD,2026-06-23 04:00:00,679.975,679.975,673.195,676.62,193454.0
CRWD,2026-06-23 04:30:00,676.62,684.87,675.17,675.36,263732.0
CRWD,2026-06-23 05:00:00,675.44,683.0,675.0,676.5,449939.0
CRWD,2026-06-23 05:30:00,676.4332,677.0,675.6,676.0,678.0
CRWD,2026-06-23 06:00:00,676.3,676.3,675.44,676.2207,26318.0
CRWD,2026-06-23 06:30:00,676.1186,677.87,675.44,675.6,649.0
CRWD,2026-06-23 07:00:00,675.6,676.3,675.25,675.46,25363.0
CRWD,2026-06-23 07:30:00,675.46,675.69,675.0,675.3632,661.0
CRWD,2026-06-23 08:00:00,675.4171,675.4999,675.0,675.0001,302.0
CRWD,2026-06-23 08:30:00,675.29,675.49,674.05,674.1605,307.0
CRWD,2026-06-23 17:00:00,668.0012,673.0,662.34,672.51,4705.0
CRWD,2026-06-23 17:30:00,673.0,674.67,670.0,673.0,1272.0
CRWD,2026-06-23 18:00:00,672.99,673.03,670.1334,671.5,373.0
CRWD,2026-06-23 18:30:00,671.5,671.98,670.25,671.01,141.0
CRWD,2026-06-23 19:00:00,671.01,672.7,670.12,671.13,576.0
CRWD,2026-06-23 19:30:00,671.13,672.88,670.06,672.88,968.0
CRWD,2026-06-23 20:00:00,673.7,675.44,670.12,671.28,3346.0
CRWD,2026-06-23 20:30:00,670.62,675.44,668.0,669.57,3932.0
CRWD,2026-06-23 21:00:00,669.57,672.7604,668.26,668.33,1851.0
CRWD,2026-06-23 21:30:00,668.26,668.7,665.0,667.0,1599.0
CRWD,2026-06-23 22:00:00,668.2163,673.6079,657.0,669.4,4770.0
CRWD,2026-06-23 22:30:00,668.845,683.82,662.0,682.1,250930.0
CRWD,2026-06-23 23:00:00,682.1,684.86,675.47,679.0,103672.0
CRWD,2026-06-23 23:30:00,679.0,682.99,675.8,681.3825,62788.0
CRWD,2026-06-24 00:00:00,681.3825,682.8999,678.2001,679.96,89001.0
CRWD,2026-06-24 00:30:00,679.96,686.8,679.43,686.8,140232.0
CRWD,2026-06-24 01:00:00,686.8,690.7399,683.7758,689.72,134660.0
CRWD,2026-06-24 01:30:00,690.29,690.8999,686.395,687.5,87934.0
CRWD,2026-06-24 02:00:00,687.5,688.49,686.06,687.555,102723.0
CRWD,2026-06-24 02:30:00,687.9999,689.0,685.48,686.62,82652.0
CRWD,2026-06-24 03:00:00,686.62,687.34,684.0,684.575,42413.0
CRWD,2026-06-24 03:30:00,684.575,684.62,680.04,681.14,59740.0
CRWD,2026-06-24 04:00:00,681.14,684.73,679.885,681.08,49402.0
