symbol,datetime,open,high,low,close,volume
NFLX,2026-06-22 17:00:00,77.36,77.6422,77.0612,77.4914,37439.0
NFLX,2026-06-22 17:30:00,77.6098,77.7,77.47,77.66,5597.0
NFLX,2026-06-22 18:00:00,77.61,77.66,77.4503,77.6143,9151.0
NFLX,2026-06-22 18:30:00,77.6211,77.6211,77.4526,77.49,3022.0
NFLX,2026-06-22 19:00:00,77.45,77.4988,77.21,77.3296,4352.0
NFLX,2026-06-22 19:30:00,77.2,77.36,77.06,77.21,10017.0
NFLX,2026-06-22 20:00:00,77.21,77.5,77.02,77.075,49916.0
NFLX,2026-06-22 20:30:00,77.08,77.38,77.04,77.07,23637.0
NFLX,2026-06-22 21:00:00,77.08,77.1,76.52,76.6,53391.0
NFLX,2026-06-22 21:30:00,76.58,76.85,76.42,76.46,124733.0
NFLX,2026-06-22 22:00:00,76.48,76.6,76.03,76.11,84285.0
NFLX,2026-06-22 22:30:00,76.135,77.045,75.62,77.045,5175260.0
NFLX,2026-06-22 23:00:00,77.045,77.09,74.58,74.7422,4740715.0
NFLX,2026-06-22 23:30:00,74.7422,74.92,74.195,74.23,3802472.0
NFLX,2026-06-23 00:00:00,74.23,74.41,73.77,73.785,3069669.0
NFLX,2026-06-23 00:30:00,73.785,73.92,73.16,73.235,3299059.0
NFLX,2026-06-23 01:00:00,73.24,73.3,72.35,72.555,4243545.0
NFLX,2026-06-23 01:30:00,72.555,72.5799,72.08,72.225,3561866.0
NFLX,2026-06-23 02:00:00,72.225,72.65,72.08,72.14,3202291.0
NFLX,2026-06-23 02:30:00,72.14,73.28,71.81,73.0622,3582555.0
NFLX,2026-06-23 03:00:00,73.0622,73.27,72.91,73.185,2284245.0
NFLX,2026-06-23 03:30:00,73.185,73.35,72.92,72.94,2147846.0
NFLX,2026-06-23 04:00:00,72.94,73.07,72.805,72.8802,2190469.0
NFLX,2026-06-23 04:30:00,72.8802,73.35,72.68,72.88,5828766.0
NFLX,2026-06-23 05:00:00,72.88,73.1041,72.88,72.8891,9681460.0
NFLX,2026-06-23 05:30:00,72.89,72.92,72.81,72.85,61539.0
NFLX,2026-06-23 06:00:00,72.85,72.99,72.8,72.9565,67773.0
NFLX,2026-06-23 06:30:00,72.99,73.0,72.84,72.985,111794.0
NFLX,2026-06-23 07:00:00,72.98,73.08,72.88,73.06,686002.0
NFLX,2026-06-23 07:30:00,73.06,73.08,72.95,73.08,16950.0
NFLX,2026-06-23 08:00:00,73.08,73.08,72.97,73.02,17905.0
NFLX,2026-06-23 08:30:00,72.9848,73.05,72.94,72.9974,43136.0
NFLX,2026-06-23 17:00:00,73.35,73.87,72.8097,73.69,127973.0
NFLX,2026-06-23 17:30:00,73.69,73.93,73.4,73.6,13820.0
NFLX,2026-06-23 18:00:00,73.5,73.5896,73.21,73.4523,12327.0
NFLX,2026-06-23 18:30:00,73.45,73.6,73.1146,73.56,22951.0
NFLX,2026-06-23 19:00:00,73.51,73.8,73.3,73.8,6342.0
NFLX,2026-06-23 19:30:00,73.81,73.88,73.53,73.53,14970.0
NFLX,2026-06-23 20:00:00,73.53,73.9,73.43,73.804,100482.0
NFLX,2026-06-23 20:30:00,73.8102,74.0,73.45,73.57,68467.0
NFLX,2026-06-23 21:00:00,73.5326,73.63,73.4,73.42,48588.0
NFLX,2026-06-23 21:30:00,73.4896,73.61,73.4,73.54,88742.0
NFLX,2026-06-23 22:00:00,73.5,73.92,73.29,73.33,138478.0
NFLX,2026-06-23 22:30:00,73.375,73.9607,73.08,73.55,5001494.0
NFLX,2026-06-23 23:00:00,73.55,73.61,72.825,73.035,2181869.0
NFLX,2026-06-23 23:30:00,73.035,73.375,72.88,72.95,2045334.0
NFLX,2026-06-24 00:00:00,72.95,73.13,72.63,72.88,1938599.0
NFLX,2026-06-24 00:30:00,72.88,73.18,72.81,73.08,1423552.0
NFLX,2026-06-24 01:00:00,73.08,73.245,72.9,73.065,1481209.0
NFLX,2026-06-24 01:30:00,73.065,73.14,72.82,73.095,1291091.0
NFLX,2026-06-24 02:00:00,73.095,73.205,73.015,73.065,1005007.0
NFLX,2026-06-24 02:30:00,73.065,73.39,73.03,73.295,1697809.0
NFLX,2026-06-24 03:00:00,73.295,73.44,73.185,73.36,2935056.0
NFLX,2026-06-24 03:30:00,73.36,73.49,73.02,73.165,1463090.0
NFLX,2026-06-24 04:00:00,73.165,73.195,72.84,72.865,1302316.0
NFLX,2026-06-24 04:30:00,72.865,72.95,72.68,72.81,2723661.0
NFLX,2026-06-24 05:00:00,72.91,72.99,72.74,72.96,9602596.0
NFLX,2026-06-24 05:30:00,72.97,72.99,72.8,72.95,15458.0
NFLX,2026-06-24 06:00:00,72.977,72.99,72.82,72.925,26016.0
NFLX,2026-06-24 06:30:00,72.91,72.96,72.88,72.9496,54113.0
NFLX,2026-06-24 07:00:00,72.89,73.0,72.65,72.65,28181.0
NFLX,2026-06-24 07:30:00,72.6654,72.85,72.55,72.8,18680.0
NFLX,2026-06-24 08:00:00,72.85,72.96,72.7,72.9,11829.0
NFLX,2026-06-24 08:30:00,72.9,73.2,72.74,73.08,28697.0
NFLX,2026-06-24 17:00:00,72.91,73.0,72.49,72.56,42919.0
NFLX,2026-06-24 17:30:00,72.56,72.8,72.5089,72.69,2047.0
NFLX,2026-06-24 18:00:00,72.68,72.83,72.6104,72.76,4201.0
NFLX,2026-06-24 18:30:00,72.7151,72.84,72.68,72.7753,3269.0
NFLX,2026-06-24 19:00:00,72.78,72.82,72.6873,72.79,1751.0
NFLX,2026-06-24 19:30:00,72.8,72.8,72.6097,72.7,4663.0
NFLX,2026-06-24 20:00:00,72.705,72.8,72.61,72.78,16187.0
NFLX,2026-06-24 20:30:00,72.74,73.0,72.74,72.97,17758.0
NFLX,2026-06-24 21:00:00,72.9185,72.9586,72.6,72.73,26463.0
NFLX,2026-06-24 21:30:00,72.7486,72.75,72.48,72.59,30522.0
NFLX,2026-06-24 22:00:00,72.66,72.9355,72.4,72.61,38552.0
NFLX,2026-06-24 22:30:00,72.75,73.45,72.35,72.795,3269595.0
NFLX,2026-06-24 23:00:00,72.795,72.9,72.33,72.4799,1528467.0
NFLX,2026-06-24 23:30:00,72.4799,72.59,72.05,72.4299,1732915.0
NFLX,2026-06-25 00:00:00,72.4299,72.6,72.152,72.415,1389750.0
NFLX,2026-06-25 00:30:00,72.415,72.44,72.06,72.155,1123020.0
NFLX,2026-06-25 01:00:00,72.155,72.235,71.95,72.06,1037503.0
NFLX,2026-06-25 01:30:00,72.06,72.075,71.625,71.795,1311672.0
NFLX,2026-06-25 02:00:00,71.8,72.0,71.74,71.95,1257892.0
NFLX,2026-06-25 02:30:00,71.95,72.225,71.88,72.175,1433666.0
NFLX,2026-06-25 03:00:00,72.175,72.81,72.175,72.705,1571875.0
NFLX,2026-06-25 03:30:00,72.705,72.815,72.31,72.3142,1435463.0
NFLX,2026-06-25 04:00:00,72.3142,72.66,72.21,72.335,1400083.0
NFLX,2026-06-25 04:30:00,72.335,72.39,71.75,71.84,3513163.0
NFLX,2026-06-25 05:00:00,71.84,71.91,71.65,71.65,6970209.0
NFLX,2026-06-25 05:30:00,71.67,71.8,71.65,71.68,48529.0
NFLX,2026-06-25 06:00:00,71.68,71.78,71.64,71.7635,42206.0
NFLX,2026-06-25 06:30:00,71.745,71.95,71.72,71.95,42156.0
NFLX,2026-06-25 07:00:00,71.9499,71.95,71.68,71.68,74774.0
NFLX,2026-06-25 07:30:00,71.68,71.86,71.63,71.7,30912.0
NFLX,2026-06-25 08:00:00,71.65,71.7,71.6,71.61,16598.0
NFLX,2026-06-25 08:30:00,71.61,71.62,71.59,71.605,38453.0
NFLX,2026-06-25 17:00:00,71.61,71.68,71.49,71.59,46478.0
NFLX,2026-06-25 17:30:00,71.5047,71.5853,71.3855,71.46,3116.0
NFLX,2026-06-25 18:00:00,71.4699,71.47,71.35,71.3716,1790.0
NFLX,2026-06-25 18:30:00,71.3716,71.59,71.3716,71.48,3269.0
NFLX,2026-06-25 19:00:00,71.48,71.6,71.41,71.5663,2680.0
NFLX,2026-06-25 19:30:00,71.5664,71.89,71.5,71.74,4970.0
NFLX,2026-06-25 20:00:00,71.64,71.88,71.35,71.46,39497.0
NFLX,2026-06-25 20:30:00,71.4339,71.84,71.37,71.405,21573.0
NFLX,2026-06-25 21:00:00,71.42,71.67,71.39,71.55,38230.0
NFLX,2026-06-25 21:30:00,71.55,71.64,71.33,71.3943,120100.0
NFLX,2026-06-25 22:00:00,71.38,71.63,71.2,71.41,99829.0
NFLX,2026-06-25 22:30:00,71.36,72.48,71.09,72.465,4368082.0
NFLX,2026-06-25 23:00:00,72.465,72.94,72.24,72.445,2857803.0
NFLX,2026-06-25 23:30:00,72.445,72.4554,71.85,72.1399,1963569.0
NFLX,2026-06-26 00:00:00,72.1399,72.26,71.7301,72.25,1268430.0
NFLX,2026-06-26 00:30:00,72.25,72.445,72.07,72.16,1275197.0
NFLX,2026-06-26 01:00:00,72.18,72.325,72.03,72.245,1184243.0
NFLX,2026-06-26 01:30:00,72.245,72.39,71.77,71.8499,1475652.0
NFLX,2026-06-26 02:00:00,71.8499,71.915,71.62,71.705,1188037.0
NFLX,2026-06-26 02:30:00,71.705,71.79,71.48,71.7023,1155979.0
NFLX,2026-06-26 03:00:00,71.7023,72.165,71.55,72.155,909177.0
NFLX,2026-06-26 03:30:00,72.155,72.23,71.98,72.085,902821.0
NFLX,2026-06-26 04:00:00,72.085,72.35,71.95,72.06,1186751.0
NFLX,2026-06-26 04:30:00,72.06,72.11,70.865,70.9,4424864.0
NFLX,2026-06-26 05:00:00,70.9,71.48,70.9,71.28,7536886.0
NFLX,2026-06-26 05:30:00,71.201,71.45,71.2,71.2855,16435.0
NFLX,2026-06-26 06:00:00,71.28,71.38,71.23,71.3604,17948.0
NFLX,2026-06-26 06:30:00,71.3709,71.4,71.31,71.4,10910.0
NFLX,2026-06-26 07:00:00,71.4,71.48,71.31,71.41,19128.0
NFLX,2026-06-26 07:30:00,71.4709,71.48,71.31,71.45,11304.0
NFLX,2026-06-26 08:00:00,71.45,71.9,71.3662,71.6,17761.0
NFLX,2026-06-26 08:30:00,71.75,71.9,71.3443,71.4,19054.0
NFLX,2026-06-26 17:00:00,71.21,71.6,71.1284,71.3,58987.0
NFLX,2026-06-26 17:30:00,71.29,71.59,71.29,71.42,7512.0
NFLX,2026-06-26 18:00:00,71.42,71.5611,71.304,71.3673,2973.0
NFLX,2026-06-26 18:30:00,71.33,71.55,71.2563,71.43,4554.0
NFLX,2026-06-26 19:00:00,71.43,71.49,71.3052,71.33,335.0
NFLX,2026-06-26 19:30:00,71.36,71.45,71.3,71.38,4771.0
NFLX,2026-06-26 20:00:00,71.35,71.49,71.25,71.25,20256.0
NFLX,2026-06-26 20:30:00,71.27,71.39,71.25,71.28,8021.0
NFLX,2026-06-26 21:00:00,71.2901,71.57,71.29,71.55,20973.0
NFLX,2026-06-26 21:30:00,71.5461,71.8,71.535,71.7687,35167.0
NFLX,2026-06-26 22:00:00,71.76,72.4,71.42,71.6,107587.0
NFLX,2026-06-26 22:30:00,71.6,73.86,71.54,73.49,5418461.0
NFLX,2026-06-26 23:00:00,73.49,74.625,73.22,74.375,3195742.0
NFLX,2026-06-26 23:30:00,74.375,74.55,73.98,74.435,2443222.0
NFLX,2026-06-27 00:00:00,74.435,74.84,74.42,74.71,3306323.0
NFLX,2026-06-27 00:30:00,74.7,75.18,74.67,74.985,1952354.0
NFLX,2026-06-27 01:00:00,74.985,75.2,74.62,74.64,1631729.0
NFLX,2026-06-27 01:30:00,74.64,74.75,74.245,74.35,1990060.0
NFLX,2026-06-27 02:00:00,74.35,74.52,73.84,74.055,2008647.0
NFLX,2026-06-27 02:30:00,74.0666,74.36,73.67,73.69,1773940.0
NFLX,2026-06-27 03:00:00,73.69,74.265,73.66,74.015,1846841.0
NFLX,2026-06-27 03:30:00,74.015,74.08,73.82,73.905,1532565.0
NFLX,2026-06-27 04:00:00,73.905,74.065,73.71,73.77,2293764.0
NFLX,2026-06-27 04:30:00,73.77,74.06,73.07,73.63,6034581.0
NFLX,2026-06-27 05:00:00,73.81,73.95,73.46,73.6469,19705624.0
NFLX,2026-06-27 05:30:00,73.5802,73.8113,73.3,73.78,239742.0
NFLX,2026-06-27 06:00:00,73.78,73.81,73.456,73.65,106330.0
NFLX,2026-06-27 06:30:00,73.5622,73.81,73.5622,73.74,11585.0
NFLX,2026-06-27 07:00:00,73.73,73.99,73.65,73.7,10247.0
NFLX,2026-06-27 07:30:00,73.8,73.8331,73.64,73.68,13704.0
NFLX,2026-06-27 08:00:00,73.74,74.0,73.67,73.8204,11920.0
NFLX,2026-06-27 08:30:00,73.82,73.94,73.8,73.9,27018.0
NFLX,2026-06-29 17:00:00,74.03,74.79,74.0065,74.16,29265.0
NFLX,2026-06-29 17:30:00,74.08,74.17,73.97,73.98,11107.0
NFLX,2026-06-29 18:00:00,73.96,74.35,73.91,74.29,15536.0
NFLX,2026-06-29 18:30:00,74.22,74.6388,74.04,74.5754,12895.0
NFLX,2026-06-29 19:00:00,74.58,74.7585,74.4,74.57,12781.0
NFLX,2026-06-29 19:30:00,74.57,74.64,74.15,74.15,7453.0
NFLX,2026-06-29 20:00:00,74.16,74.5,74.1,74.4384,57681.0
NFLX,2026-06-29 20:30:00,74.4007,74.75,74.34,74.41,49410.0
NFLX,2026-06-29 21:00:00,74.3917,74.5,74.2,74.24,41470.0
NFLX,2026-06-29 21:30:00,74.2291,74.38,74.13,74.2041,37122.0
NFLX,2026-06-29 22:00:00,74.27,74.8,74.04,74.69,51478.0
NFLX,2026-06-29 22:30:00,74.547,75.86,74.05,75.7326,4060887.0
NFLX,2026-06-29 23:00:00,75.73,76.0689,75.34,75.66,2768045.0
NFLX,2026-06-29 23:30:00,75.66,75.88,75.4,75.4,1966286.0
NFLX,2026-06-30 00:00:00,75.4,75.7393,75.275,75.6365,1425273.0
NFLX,2026-06-30 00:30:00,75.63,75.66,74.895,74.93,1614002.0
NFLX,2026-06-30 01:00:00,74.92,74.935,74.75,74.8511,1082441.0
NFLX,2026-06-30 01:30:00,74.8511,74.9387,74.31,74.505,1327701.0
NFLX,2026-06-30 02:00:00,74.505,74.7597,74.41,74.65,917066.0
NFLX,2026-06-30 02:30:00,74.65,74.81,74.15,74.325,1348433.0
NFLX,2026-06-30 03:00:00,74.325,74.325,73.985,74.185,1044947.0
NFLX,2026-06-30 03:30:00,74.185,74.22,73.89,74.015,1079474.0
NFLX,2026-06-30 04:00:00,74.015,74.155,73.95,74.037,1452206.0
NFLX,2026-06-30 04:30:00,74.037,74.0799,73.735,73.75,3256125.0
NFLX,2026-06-30 05:00:00,73.75,73.83,73.6,73.83,4996144.0
NFLX,2026-06-30 05:30:00,73.83,73.88,73.8,73.8796,21497.0
NFLX,2026-06-30 06:00:00,73.88,73.95,73.78,73.9,176296.0
NFLX,2026-06-30 06:30:00,73.91,74.09,73.9,73.99,8523.0
NFLX,2026-06-30 07:00:00,73.99,74.12,73.94,73.96,10167.0
NFLX,2026-06-30 07:30:00,73.9599,73.96,73.85,73.9499,25174.0
NFLX,2026-06-30 08:00:00,73.95,74.11,73.89,74.0,30495.0
NFLX,2026-06-30 08:30:00,74.11,74.11,74.0,74.0791,8621.0
NFLX,2026-06-30 17:00:00,73.92,74.08,73.7815,73.8752,18675.0
NFLX,2026-06-30 17:30:00,73.86,74.0701,73.8178,73.96,2108.0
NFLX,2026-06-30 18:00:00,73.96,74.0467,73.84,73.8668,1640.0
NFLX,2026-06-30 18:30:00,73.8668,73.9689,73.86,73.9,803.0
NFLX,2026-06-30 19:00:00,73.91,73.95,73.89,73.93,1354.0
NFLX,2026-06-30 19:30:00,73.87,73.9432,73.8052,73.8593,1645.0
NFLX,2026-06-30 20:00:00,73.8794,73.9,73.75,73.8,12377.0
NFLX,2026-06-30 20:30:00,73.8277,73.9,73.54,73.6,17895.0
NFLX,2026-06-30 21:00:00,73.66,73.8,73.57,73.675,23981.0
NFLX,2026-06-30 21:30:00,73.66,73.78,73.62,73.745,16640.0
NFLX,2026-06-30 22:00:00,73.73,73.78,73.22,73.62,35418.0
NFLX,2026-06-30 22:30:00,73.59,73.745,72.9201,73.225,2230865.0
NFLX,2026-06-30 23:00:00,73.225,73.32,72.54,72.66,1977481.0
NFLX,2026-06-30 23:30:00,72.66,72.735,72.12,72.195,2186043.0
NFLX,2026-07-01 00:00:00,72.195,72.76,72.12,72.725,1840365.0
NFLX,2026-07-01 00:30:00,72.725,72.8,72.605,72.755,1047477.0
NFLX,2026-07-01 01:00:00,72.755,73.09,72.58,72.91,1096409.0
NFLX,2026-07-01 01:30:00,72.91,73.06,72.79,72.97,744382.0
NFLX,2026-07-01 02:00:00,72.97,72.99,72.505,72.535,1256904.0
NFLX,2026-07-01 02:30:00,72.535,72.58,72.39,72.445,1085686.0
NFLX,2026-07-01 03:00:00,72.445,72.46,72.25,72.305,1082074.0
NFLX,2026-07-01 03:30:00,72.305,72.42,72.24,72.285,1057405.0
NFLX,2026-07-01 04:00:00,72.285,72.35,72.08,72.255,1556317.0
NFLX,2026-07-01 04:30:00,72.255,72.27,71.36,71.39,7958065.0
NFLX,2026-07-01 05:00:00,71.4,71.75,71.37,71.75,10703987.0
NFLX,2026-07-01 05:30:00,71.74,71.75,71.65,71.7498,141996.0
NFLX,2026-07-01 06:00:00,71.75,71.75,71.59,71.61,100651.0
NFLX,2026-07-01 06:30:00,71.65,71.73,71.62,71.6997,62223.0
NFLX,2026-07-01 07:00:00,71.6988,71.73,71.6201,71.6697,61252.0
NFLX,2026-07-01 07:30:00,71.67,71.69,71.62,71.67,26654.0
NFLX,2026-07-01 08:00:00,71.68,71.8,71.65,71.79,38195.0
NFLX,2026-07-01 08:30:00,71.79,71.82,71.67,71.8,29316.0
NFLX,2026-07-01 17:00:00,71.95,72.2317,71.4,72.14,51595.0
NFLX,2026-07-01 17:30:00,72.18,72.3,72.09,72.28,27033.0
NFLX,2026-07-01 18:00:00,72.28,72.35,72.2,72.34,21982.0
NFLX,2026-07-01 18:30:00,72.34,72.5,72.3,72.32,18558.0
NFLX,2026-07-01 19:00:00,72.34,72.68,72.34,72.48,26947.0
NFLX,2026-07-01 19:30:00,72.52,72.68,72.36,72.41,35184.0
NFLX,2026-07-01 20:00:00,72.405,72.53,72.1173,72.25,88740.0
NFLX,2026-07-01 20:30:00,72.2883,72.38,72.22,72.35,76740.0
NFLX,2026-07-01 21:00:00,72.34,72.54,72.25,72.5,139742.0
NFLX,2026-07-01 21:30:00,72.3799,73.1,72.28,72.95,100040.0
NFLX,2026-07-01 22:00:00,72.94,73.18,72.53,72.53,170048.0
NFLX,2026-07-01 22:30:00,72.56,73.56,72.33,73.065,4177252.0
NFLX,2026-07-01 23:00:00,73.065,73.59,72.92,73.12,2335773.0
NFLX,2026-07-01 23:30:00,73.12,73.57,72.975,73.47,2197265.0
NFLX,2026-07-02 00:00:00,73.47,73.7899,73.09,73.195,2241112.0
NFLX,2026-07-02 00:30:00,73.195,73.58,72.965,73.435,1741451.0
NFLX,2026-07-02 01:00:00,73.43,73.55,73.095,73.285,1226264.0
NFLX,2026-07-02 01:30:00,73.285,73.8,73.27,73.655,1200400.0
NFLX,2026-07-02 02:00:00,73.655,74.08,73.62,73.86,1392439.0
NFLX,2026-07-02 02:30:00,73.86,74.175,73.84,74.14,1234134.0
NFLX,2026-07-02 03:00:00,74.14,74.34,74.0007,74.16,1210967.0
NFLX,2026-07-02 03:30:00,74.16,74.355,74.11,74.23,1617842.0
NFLX,2026-07-02 04:00:00,74.23,74.33,73.81,74.0,1513089.0
NFLX,2026-07-02 04:30:00,74.0,74.23,73.96,74.19,3636598.0
NFLX,2026-07-02 05:00:00,74.19,74.23,73.8295,74.11,5252678.0
NFLX,2026-07-02 05:30:00,74.11,74.19,74.01,74.15,243634.0
NFLX,2026-07-02 06:00:00,74.09,74.22,74.07,74.22,14209.0
NFLX,2026-07-02 06:30:00,74.22,74.31,74.15,74.1992,22611.0
NFLX,2026-07-02 07:00:00,74.19,74.25,74.1401,74.25,9007.0
NFLX,2026-07-02 07:30:00,74.24,74.31,74.15,74.2597,11082.0
NFLX,2026-07-02 08:00:00,74.26,74.29,74.19,74.29,20718.0
NFLX,2026-07-02 08:30:00,74.2893,74.44,74.28,74.36,56546.0
NFLX,2026-07-02 17:00:00,74.88,75.48,74.525,75.2037,73957.0
NFLX,2026-07-02 17:30:00,75.2,75.27,75.0,75.05,22689.0
NFLX,2026-07-02 18:00:00,75.0312,75.4363,75.01,75.4363,28101.0
NFLX,2026-07-02 18:30:00,75.43,75.5,75.31,75.37,29775.0
NFLX,2026-07-02 19:00:00,75.37,75.56,75.1346,75.42,27141.0
NFLX,2026-07-02 19:30:00,75.4279,75.54,75.11,75.19,24068.0
NFLX,2026-07-02 20:00:00,75.16,75.28,75.0001,75.11,67627.0
