symbol,datetime,open,high,low,close,volume
MRVL,2026-06-22 17:00:00,317.015,319.0,312.1,313.49,187331.0
MRVL,2026-06-22 17:30:00,313.62,315.0,313.0,314.0,39177.0
MRVL,2026-06-22 18:00:00,314.0,315.73,313.65,315.6901,29336.0
MRVL,2026-06-22 18:30:00,315.32,315.7,314.07,315.0234,17091.0
MRVL,2026-06-22 19:00:00,315.2,316.5,314.79,315.7,36280.0
MRVL,2026-06-22 19:30:00,315.68,315.8,313.95,314.4,35034.0
MRVL,2026-06-22 20:00:00,314.16,315.29,309.1,311.94,169075.0
MRVL,2026-06-22 20:30:00,311.94,313.7,309.5,311.2,74744.0
MRVL,2026-06-22 21:00:00,311.37,313.5,310.31,312.48,80956.0
MRVL,2026-06-22 21:30:00,312.35,314.53,312.2,313.7,89083.0
MRVL,2026-06-22 22:00:00,313.7,316.0,312.79,313.39,244474.0
MRVL,2026-06-22 22:30:00,313.435,314.0,298.77,307.6,7916370.0
MRVL,2026-06-22 23:00:00,307.6,311.8,306.9,307.3,2786325.0
MRVL,2026-06-22 23:30:00,307.3,308.9599,303.5701,306.055,2378898.0
MRVL,2026-06-23 00:00:00,306.055,307.22,300.57,302.0001,2086932.0
MRVL,2026-06-23 00:30:00,302.0001,303.77,298.18,299.285,2021335.0
MRVL,2026-06-23 01:00:00,299.285,304.92,298.26,304.8,1588201.0
MRVL,2026-06-23 01:30:00,304.8,304.8899,300.28,304.065,1384543.0
MRVL,2026-06-23 02:00:00,304.065,307.17,302.56,306.43,1199408.0
MRVL,2026-06-23 02:30:00,306.43,307.34,305.5101,306.32,958388.0
MRVL,2026-06-23 03:00:00,306.32,308.17,305.435,308.0335,1130478.0
MRVL,2026-06-23 03:30:00,308.07,308.2899,304.0901,304.6399,1552413.0
MRVL,2026-06-23 04:00:00,304.6399,305.44,303.56,305.0,1045854.0
MRVL,2026-06-23 04:30:00,305.0,308.46,304.685,307.79,2984471.0
MRVL,2026-06-23 05:00:00,308.3,309.0,306.74,307.37,6623855.0
MRVL,2026-06-23 05:30:00,307.4615,308.2,307.0,307.0001,27172.0
MRVL,2026-06-23 06:00:00,307.02,307.5,306.0,306.39,22428.0
MRVL,2026-06-23 06:30:00,306.19,306.39,305.5,305.56,123293.0
MRVL,2026-06-23 07:00:00,305.56,307.86,303.2,303.52,507729.0
MRVL,2026-06-23 07:30:00,303.7,304.18,301.5,303.4,40220.0
MRVL,2026-06-23 08:00:00,303.2,303.49,302.05,302.8,35289.0
MRVL,2026-06-23 08:30:00,302.66,304.0,302.04,303.5609,21793.0
MRVL,2026-06-23 17:00:00,285.0,293.0,280.4233,282.76,224794.0
MRVL,2026-06-23 17:30:00,282.62,285.0,282.05,283.04,46043.0
MRVL,2026-06-23 18:00:00,283.12,288.0,282.5,286.96,38561.0
MRVL,2026-06-23 18:30:00,287.31,287.8,283.76,285.5,47917.0
MRVL,2026-06-23 19:00:00,285.27,287.4,282.259,282.87,22653.0
MRVL,2026-06-23 19:30:00,282.74,284.7988,281.1,283.75,26191.0
MRVL,2026-06-23 20:00:00,284.0,284.5,280.4,282.79,124101.0
MRVL,2026-06-23 20:30:00,282.3369,284.942,281.52,284.66,86418.0
MRVL,2026-06-23 21:00:00,284.78,285.56,280.55,281.6731,117370.0
MRVL,2026-06-23 21:30:00,281.2534,282.0,278.15,279.0,143922.0
MRVL,2026-06-23 22:00:00,279.27,280.0,276.06,279.11,198333.0
MRVL,2026-06-23 22:30:00,279.31,287.164,277.41,286.33,5107628.0
MRVL,2026-06-23 23:00:00,286.4,290.95,284.01,285.265,2550567.0
MRVL,2026-06-23 23:30:00,285.265,287.6,280.5501,282.527,2012428.0
MRVL,2026-06-24 00:00:00,282.527,283.86,279.75,281.225,1414302.0
MRVL,2026-06-24 00:30:00,281.225,282.76,278.7001,279.14,1539288.0
MRVL,2026-06-24 01:00:00,279.14,284.4399,278.87,282.815,1621149.0
MRVL,2026-06-24 01:30:00,282.815,283.4,280.21,280.62,938945.0
MRVL,2026-06-24 02:00:00,280.625,283.29,279.2,282.19,1014869.0
MRVL,2026-06-24 02:30:00,282.19,282.43,277.85,277.85,940431.0
MRVL,2026-06-24 03:00:00,277.85,279.97,277.82,279.705,905144.0
